name,tempo,beats,chroma_stft,rmse,spec_cent,spec_bw,rolloff,zcr,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,label
Luke Combs - When It Rains It Pours-uXyxFMbqKYA.mp3,127.8409090909091, 381, 0.4532495071687329, 0.1788613498210907,2790.3554521178507, 3387.9066901162705, 5750.721716490874, 0.057316424073017895,140.4568662844423,-20.095301643714198,29.019091644547256,-0.700216337821304,20.9993679975056,-4.5917540717893015,10.62884806160567,-2.242151761626073,7.588534842750202,-2.0943091257381834,2.012000162732694,Country
David Nail - Whatever She's Got-o1C3mVUkAt8.mp3,160.71428571428572, 478, 0.44107113514291524, 0.10511643439531326,2926.629137353258, 3395.767905702904, 6045.152879829344, 0.060766740443158926,146.45794740221467,-29.96283747845734,42.96601705319914,-7.901665089394606,22.556473233813715,-13.911929568342279,11.466446285838794,-3.4810787800427367,3.0598414715953726,-1.6766701581559011,3.1471558146579257,Country
Thomas Rhett - Die A Happy Man-w2CELiObPeQ.mp3,165.44117647058823, 470, 0.4562436018117895, 0.08360052853822708,2466.4176963878, 3320.8282252337226, 5468.992578217587, 0.042206642384155016,145.54704385979954,-0.7597505186716633,41.57031064164901,4.229994018283078,26.34336481519609,-9.939868341549012,8.61440378123735,-4.684760791151526,0.8242721293307351,-1.498816975483694,-2.2097390806553947,Country
Shania Twain - That Don't Impress Me Much (Official Music Video)-mqFLXayD6e8.mp3,125.0, 367, 0.41742467844404796, 0.07006266713142395,4360.189584499761, 4402.291675139317, 9419.175159990518, 0.08933136716898257,107.03028136529598,-25.79124848148255,45.95175117722967,-10.592654278228501,28.349146811214247,-22.68406887265381,16.082837283604032,-11.503888693038636,10.43384150145845,-11.752334676175082,7.9601518018040816,Country
Brantley Gilbert - One Hell Of An Amen (Official Music Video)-8IMn4c4MwM0.mp3,137.1951219512195, 413, 0.43717679560419037, 0.121314138174057,3219.7872276341855, 3568.635813965675, 6974.553359800901, 0.06402369442921901,141.64559496681176,-34.20890627978321,52.09774945748687,-11.612914155171309,26.671876611453484,-13.708286539049483,12.017078746861946,-3.572815788978316,6.48398702536096,-2.234231030568569,4.144827492799523,Country
Billy Ray Cyrus - Achy Breaky Heart (Official Music Video)-byQIPdHMpjc.mp3,122.28260869565217, 312, 0.5256085255899895, 0.054560337215662,2905.8986135907676, 3365.013229813376, 6011.770135843802, 0.06287963606786265,143.3469821567881,-33.305428383187824,28.844814391909058,-6.330473560386931,20.7276089322828,-4.5021334155886565,10.846790779068009,2.667672735385778,10.24600987939176,-1.8510596538665345,2.745222679340903,Country
Miranda Lambert - Kerosene (Video)-rB7ONnfIjaI.mp3,127.8409090909091, 359, 0.48012888917827257, 0.1782047599554062,2981.955627910901, 3279.7852178945527, 6276.622496444656, 0.06752611997992712,159.75089419185952,-55.727027269846864,51.11464982378724,-23.646096282314087,31.565357961215177,-14.259154166191951,21.00830828839252,-1.709686927480417,5.480224357974428,7.52300303006686,-1.9938630700719162,Country
LANCO - Greatest Love Story (Official Video)-aHl0tlUYDBI.mp3,148.02631578947367, 420, 0.4377956223188814, 0.11265061795711517,2083.2557949814113, 2771.0942469583592, 4109.217601919886, 0.04185883313396243,153.6125721401508,-9.991029857097589,22.697032744874978,3.683661877619081,16.249541226850685,1.0925562074038964,6.563733424197981,-2.364315324892986,5.52295946368306,0.07741725461392802,-2.4643230357841945,Country
Toby Keith - As Good As I Once Was-ldQrapQ4d0Y.mp3,119.68085106382979, 352, 0.4746243730705079, 0.05337446928024292,2883.322816134789, 3225.8527071310614, 5821.210594927708, 0.06779849967224165,153.00869656109376,-39.35494550144591,36.899984111868754,-8.964714806220568,29.649416527694196,-11.932307347485711,8.111745827017163,-5.806436412259751,6.00105602646368,-5.500353369188785,6.06777833815666,Country
Luke Bryan - That's My Kind Of Night (Official Music Video)-crCqWK3SmRo.mp3,110.29411764705883, 325, 0.4564701274685583, 0.06504590809345245,3200.224809281693, 3362.5315945321945, 6419.086276368807, 0.07483329691573833,134.34854440123502,-42.282628213793124,50.23679658803848,-3.34121015896079,23.901438481134946,-13.027472732961533,9.955605821469616,-3.61684159371805,13.40622501190662,-1.9359597488260019,0.09796458502043291,Country
Chris Young - I'm Comin' Over (Official Video)-hxcmik9Rs40.mp3,127.8409090909091, 382, 0.44868736557186795, 0.2551625072956085,2579.037054954411, 3059.1255669303036, 5315.6738859919415, 0.05186561861148969,157.5575955376675,-36.52788885292672,37.57731737075267,-5.713670862579583,30.771111657457986,-15.098218539237585,4.54253527231066,-1.7511130343093,5.887860494898184,-7.71853999535627,2.028676152783209,Country
Brooks And Dunn Neon Moon-nopBvlKfYgY.mp3,102.27272727272727, 305, 0.4274431367710845, 0.143671914935112,2348.9678863645368, 3070.6851861213745, 4839.3382244015165, 0.045556733212105946,160.95419938590715,-25.346654600630387,38.873930653324194,-4.851966596220823,31.340146539952343,-10.747071981727968,13.84274586566129,2.382354014465596,-1.5341449122962691,-4.059813792305217,0.27559436289532474,Country
George Strait - Troubadour (Official Music Video)-9jJf-p6RYvo.mp3,137.1951219512195, 362, 0.4726647166326048, 0.06223546713590622,2402.0870198869957, 3143.0862150367857, 5089.349251652791, 0.046170315943315374,162.7037783478571,-19.952698736150236,44.10934516425988,-2.92959391541131,26.864901073950456,-10.104067088520049,14.160029818710571,-1.1111857142353057,5.411726533454666,-7.090049941515581,2.5260247507300386,Country
Jamey Johnson - In Color-EYGwxf1gCC4.mp3,127.8409090909091, 381, 0.4554236304211394, 0.057548459619283676,2624.65395849035, 3305.8238848031847, 5378.96041345698, 0.04967830610037924,142.48277191873203,-6.4243018751610625,35.373309317200395,-3.362661291775672,28.293398890064132,-6.819908738060066,11.436189392859351,-0.4361579126108368,1.430028452204464,-7.129616113219636,-0.9835335070327561,Country
Sugarland - Stay-zPG1n1B0Ydw.mp3,137.1951219512195, 408, 0.32334971061595474, 0.03582456335425377,2913.5941288894583, 3356.8671609912917, 5575.115456121119, 0.06461480523376392,124.9271534076625,-24.27455903686695,33.17559810585248,4.487525207383595,14.700127571482533,-9.804849872591499,12.993725866172637,-2.447475612294836,-2.286270285363883,-13.05585504871839,5.803495566332165,Country
Florida Georgia Line - Stay-T_igmjEB560.mp3,140.625, 409, 0.4397660400566608, 0.09877721220254898,3708.325001835731, 3720.052892304536, 7455.251262888125, 0.09273938280509303,134.30438253600204,-41.46642931701971,45.30995604066011,-16.886162330254656,22.142107495528926,-12.939024411026283,13.631420861796398,-9.822222309046062,8.454507530205824,-6.864100294009242,0.006018717021773276,Country
Cole Swindell - You Should Be Here (Official Music Video)-K8WlCqZPTeg.mp3,137.1951219512195, 406, 0.499446101770514, 0.21886178851127625,1841.2076954567642, 2442.2436656456694, 3769.6418915916092, 0.03702595980423382,178.35186403126903,-5.8944946369863285,29.454166047309233,1.2987115947310885,20.860783720602345,-8.807084440701226,7.224450905361138,3.2488863602958427,-0.8295021360155984,-0.6314386471076796,2.9292586179645,Country
Thomas Rhett - Get Me Some Of That-gq2ZJ418ad8.mp3,175.78125, 527, 0.44146786809220934, 0.12420651316642761,2964.711509323924, 3429.595418857579, 6375.499970372126, 0.06110274483734297,151.88256948351838,-35.16361620329514,45.7821024709293,-20.338999642979797,29.411047984801034,-13.472321042301814,12.268432927863703,-3.9168090195084537,6.3550873671022305,-0.7408591016739816,-0.32093448989000883,Country
Miranda Lambert - The House That Built Me-DQYNM6SjD_o.mp3,160.71428571428572, 471, 0.4278243070755254, 0.05206473171710968,1895.5018231312445, 2708.9892901938215, 3886.0822136465986, 0.03348022084802382,160.5490236651904,-5.8379281170252,32.165045522487574,4.693871773569021,21.599363561218073,-1.481028687950504,6.186927937256073,2.6600774298121377,3.3627331037277726,0.7464425870521952,-5.537118150533802,Country
Keith Urban - Blue Ain't Your Color-SoIKv3xxuMA.mp3,165.44117647058823, 488, 0.460604225444202, 0.13487207889556885,1820.9463333990532, 2502.77220395646, 3724.5112326676935, 0.031830492220831355,156.25544986409702,-6.628121476435817,47.08352344784589,16.549600309282003,17.334099941859456,-3.0974096562161404,6.878527786224202,6.838518295796554,-2.401286940136474,-0.34959093071473213,3.8380997927580305,Country
Midland - Drinkin' Problem (Official Music Video)-g7f6HiQ2LuU.mp3,102.27272727272727, 304, 0.4871830246226615, 0.04921891167759895,2508.3153481226004, 2967.7441492086027, 5013.247363119222, 0.052599429293078925,150.58915515515864,-26.122656739958273,33.209737136835884,0.28323188704110114,24.54432165215543,-9.662173757092786,4.226718913545745,2.78707455170898,1.6038414265311214,-1.0149857284426453,-0.07348521600130895,Country
Alan Jackson - Country Boy (Official Music Video)-JnX2BoZE9w4.mp3,140.625, 417, 0.4684519865254616, 0.09158087521791458,2375.241793255473, 2852.325106155825, 4969.995759510548, 0.0485884111960032,165.3482259998132,-37.38132685171921,53.21207269315286,-7.600634945389774,25.807591769064203,-7.517147785050551,7.205341818958815,6.280919809836181,-4.422820659450976,5.809345678796617,-4.458182299671515,Country
Little Big Town - Girl Crush (Official Music Video)-JYZMT8otKdI.mp3,170.45454545454547, 521, 0.3853443466424991, 0.05209201201796532,1840.2274865510888, 2589.6938315127068, 3551.3242733763923, 0.03354989264525065,165.87013226078184,-2.0896500378645664,26.930527021657042,4.496345409975019,22.26882808646327,-18.990993892653332,-0.7439063898689066,8.847275286629698,-4.062235710037935,8.535211707153481,1.7915489295005929,Country
Florida Georgia Line - Cruise-8PvebsWcpto.mp3,148.02631578947367, 443, 0.4430507808868007, 0.09356071799993515,3129.549208660393, 3328.839875404449, 6348.180755955203, 0.07290768764628763,152.96818811916773,-54.60659859451024,44.901484373508424,-21.0920865064899,25.642470347053123,-14.912800534522148,16.289419922630717,-8.508260327322168,8.547138158391384,-1.4579476967597016,0.7989383577964312,Country
Scotty McCreery - Five More Minutes (Official Video)-2dPDBU9MC8c.mp3,78.125, 230, 0.4002853754633255, 0.21864056587219238,1999.687303890511, 2539.7140631110824, 4088.00080365608, 0.04116558717816722,172.16902427793403,-19.801689724756237,39.132127285263685,-9.40386273082152,16.779968129705328,-10.886176642479368,0.4299811864495435,0.7069664749516977,-1.9078457711963495,3.2759010007990588,-1.8188553983400597,Country
Brett Young - Mercy-Thvm6dADOms.mp3,144.23076923076923, 379, 0.45304615910444457, 0.13971582055091858,1718.670907959731, 2400.4973042325114, 3137.2002029509363, 0.035370010480860394,179.0783601935557,4.297268806458162,16.233782632316682,-1.107991778841169,19.602857560454524,-7.384611887730997,0.655762385806146,-2.167616101304081,-0.4383625787929796,-4.341616852480344,-1.1781801574785447,Country
Luke Combs - Hurricane-BixwVsiDdZM.mp3,152.02702702702703, 451, 0.452387291448171, 0.12624944746494293,2667.277210995873, 3365.87499114797, 5671.955550782176, 0.04902773701373252,150.96271917202057,-26.89113305315579,36.0124398412951,-3.777281390092676,27.089158809701562,-9.45597815550321,10.662244158181707,-3.9905347394987483,8.96355677248274,2.3837509407548745,6.336859638307784,Country
Lady Antebellum - Need You Now-eM213aMKTHg.mp3,108.17307692307692, 307, 0.42744776548981417, 0.06709876656532288,1967.3617952192103, 2417.876799918486, 3976.443525568855, 0.041558069706980325,177.09082906437746,-25.14433280159726,39.26341419113416,-3.941263535554183,17.94946119468659,-0.5858735403483796,7.510982807972777,2.7654446081420985,0.03899670484183796,7.5275983917631395,-3.2265396023151314,Country
Dustin Lynch - Small Town Boy (Official Music Video)-pz9yRC-LWhU.mp3,73.05194805194805, 216, 0.45532123550554265, 0.2079572081565857,3299.6316471285604, 3492.452097333848, 6897.684303893103, 0.07100108766702713,138.02047560906576,-36.83296876368104,52.78384682382178,-15.911855099914778,29.157747110670673,-11.98698522330903,13.735999606081268,-3.289022819523142,5.023554390060184,-0.43433717231322844,1.2347826865061997,Country
Kane Brown - What Ifs ft. Lauren Alaina (Official Music Video)-fM8V1XOI-14.mp3,125.0, 345, 0.48658029696416466, 0.19475716352462769,3230.5136450298883, 3474.8555422577647, 6567.112226682863, 0.07168634798493423,130.94610416510568,-37.23058927994024,46.887802984804004,-6.876431653949485,25.206759913407875,-13.432923850252227,13.898674072263644,-3.765768954887516,8.96173730246544,-1.2633692288712979,4.296831035763318,Country
Ingrid Andress - More Hearts Than Mine (Official Music Video)-j_A8Zjwr9m0.mp3,81.52173913043478, 233, 0.40770562525916476, 0.21540682017803192,2076.640064242447, 2960.593979748735, 4236.075362200759, 0.03437901017902643,159.94743384831784,-1.6407924837584387,27.577897796705596,-2.4252337128543893,19.943653254718143,-12.24150765464449,11.657625860080097,-6.517307671391592,1.6674671596387547,5.263250238394539,-1.4195665306844014,Country
Brantley Gilbert - Bottoms Up (Official Music Video)-ukick72Qafc.mp3,85.22727272727273, 254, 0.495073312785907, 0.10654067248106003,2834.7824191050486, 3125.012053636469, 6058.310433455796, 0.05999398531012977,153.26702273369,-32.622046272463045,45.01158186588511,-12.42571114954881,22.616279224847396,-7.462997367019153,5.089057596429657,-0.7356262815951947,2.566398111082446,0.31204474416872424,2.0153648539370947,Country
Little Big Town - Better Man-ph9NQ8ASmX4.mp3,144.23076923076923, 431, 0.41611107738983244, 0.08685801923274994,2571.7413806352483, 3237.90428053392, 5470.435548263807, 0.04644976478245733,156.32803074504943,-28.072752014000397,43.43330602272936,-11.693999966864302,24.383946817339353,-12.040074220379514,15.243330722298143,-2.264455781704475,7.372437969424588,2.3007450728051095,2.9298942727734403,Country
Kane Brown - Used to Love You Sober (Official Music Video)-_8ecy55NhMo.mp3,148.02631578947367, 424, 0.4556381484312808, 0.1477009356021881,2582.0256424866784, 3092.49252099691, 5479.293356689974, 0.049554499779642686,160.23608530618307,-28.961862292132047,32.819574942311974,-8.609347364275866,26.82782626860904,-10.72309136706479,11.428873665825169,3.3593006798970326,3.4557212959920838,0.8520598553692267,5.546124580866009,Country
Miranda Lambert - Somethin' Bad (Official Music Video) ft. Carrie Underwood-o4Yzj-m_SBk.mp3,89.28571428571429, 248, 0.4323317408014795, 0.17000041902065277,2636.646315647131, 3052.230046256542, 5483.318735337696, 0.05332644389932399,145.97791696731935,-36.120878659415354,45.03902394182198,-8.696525946355104,23.992936121241236,-7.404158758884612,11.839817786010594,0.9129461158134218,4.378745842095323,4.083163830884564,2.2580019032563556,Country
Billy Currington - People Are Crazy (Official Video)-PKpQRjj_WbU.mp3,140.625, 424, 0.47854069515938547, 0.07841899245977402,2397.1431695544384, 3155.51073238513, 5105.058589120645, 0.042587522591253854,162.03317231415235,-18.960650534625092,48.946557551059705,-3.979806445666465,30.659394819125172,-9.68603347827765,13.12542516247454,-2.4022657000832393,5.830162365900367,-3.1005059715967316,1.5149938979071527,Country
Luke Bryan - Strip It Down (Official Music Video)-G2BWyY4B36Y.mp3,137.1951219512195, 412, 0.4852202274608543, 0.08518096804618835,2298.7348010517712, 2998.1877236873747, 4845.705902613178, 0.04197317820980979,159.17113059144108,-16.42956315044478,47.37852062859833,2.661333118973373,24.61195611775364,-6.832430583787792,4.5822706000043825,-1.5153451884423637,5.957581511265286,-5.105541323633494,-1.9124657083438685,Country
Thomas Rhett - Crash and Burn-heyIXXCfyaM.mp3,130.8139534883721, 389, 0.4689460654193757, 0.0855187326669693,3073.5244072908085, 3443.637207929662, 6524.11338587343, 0.06845239610800842,146.1259739040105,-31.407678086122793,39.61053877869367,-14.241399542955302,23.179981986211107,-13.738089477990407,15.187790978541283,-5.004950820907591,4.099146206811612,-0.21591493233484144,1.9883908235653376,Country
Jason Aldean - Burnin' It Down (Official Video)-xdImDqbgc2g.mp3,90.7258064516129, 276, 0.4631776797227323, 0.20584815740585327,2703.5073653658123, 3750.409034628854, 6046.501411027494, 0.0432438783720224,148.69133247590503,-9.726763721184343,31.114751429119504,1.0128890749292685,32.2051425229062,-13.591932439733798,12.739877914858708,-8.711548726002246,10.867686528316774,-10.267436413579809,7.025598423507626,Country
High Valley - Single Man (Official Music Video)-prU01kff42A.mp3,125.0, 371, 0.40878283519988207, 0.20060554146766663,3141.681608757776, 3775.375469084462, 7042.211850408865, 0.06207285517339713,147.1127761232049,-22.82763957387948,34.261768516963244,-22.081079026409267,28.78570880718348,-18.168466293890404,13.055897428097063,-10.534510373680861,7.343322292074142,-3.0540808458910416,3.1184274059494883,Country
Kane Brown - Heaven (Official Music Video)-dRX0wDNK6S4.mp3,160.71428571428572, 449, 0.4510251118889696, 0.20432829856872559,2348.188475356008, 3181.6769139996773, 4854.352882159796, 0.040988963406755445,149.1172982921809,-6.124529856511322,44.036630164456966,-1.6270885414500629,27.51835292831085,-10.148521701134309,6.640343068454829,-4.932270463906028,2.9248448500924225,-1.917898696184989,3.518674320519546,Country
Dierks Bentley - Drunk On A Plane (Official Music Video)-QrM39m22jH4.mp3,102.27272727272727, 300, 0.510440293830344, 0.09668155014514923,2265.5976069892204, 2876.7037416955377, 4752.139225082958, 0.04228655662997748,154.0845384837155,-21.82561618766128,37.76338913751811,0.5820994223320887,21.450037238432014,-1.887752840118065,4.801446941138722,4.048959435360115,2.185199982173986,-1.3437674602267853,1.5235618584175337,Country
Luke Combs - Beautiful Crazy-rItv9i6c7AY.mp3,156.25, 460, 0.40952443106410047, 0.1798398345708847,2210.6508194160338, 2913.795869947934, 4296.5384458698745, 0.04281554727312455,154.3752772202097,-14.439094954595785,34.572564591082525,6.428325974832573,23.579131251902158,-6.265072107105095,2.139820693752787,1.2120768174582444,0.6545541461229659,-4.537114971040076,-1.6432971504955043,Country
Brett Young - In Case You Didn't Know (Official Music Video)-7qaHdHpSjX8.mp3,148.02631578947367, 441, 0.4180968532307136, 0.0807686299085617,2021.0592018786008, 2747.295234642886, 4075.7070877281344, 0.037231937181500356,166.2523050050361,-14.354020520082232,38.80770827099146,-3.195963713636674,20.306218013226754,-7.009956508165538,4.6252690310136435,-1.4635789773665686,2.9686913062623934,0.7447245843589433,-0.29154298315397786,Country
Rascal Flatts - What Hurts The Most (Official Video)-7qH4qyi1-Ys.mp3,137.1951219512195, 404, 0.48626690056266436, 0.032244835048913956,2927.222552303344, 3364.017480603048, 6176.0215135399385, 0.06048296096342439,123.3182107783522,-18.14997834078642,26.10611743528677,-2.4375981596031897,11.917446887264967,-4.78028282465619,2.5098934343177994,0.31151044892305485,-1.0862966485810668,2.638312761402603,0.7403206504253432,Country
Kid Rock - Picture ft. Sheryl Crow [Official Video]-rKFx0MMqb48.mp3,104.16666666666667, 298, 0.48040746129714856, 0.11833249032497406,2155.792543862083, 3066.455018594913, 4431.616552352453, 0.03484110663812515,151.849093697981,-5.7108125684927264,31.734313242238795,6.315425217708684,29.690060325298646,-2.8756063712195736,13.709565422871158,2.5235212798193816,6.773627663752372,4.032731855706045,3.9717014926313574,Country
Dan + Shay - All To Myself (Shadow Video)-t4fYLsTxuEk.mp3,95.33898305084746, 263, 0.4101688661136642, 0.24512265622615814,2799.6511683842514, 3429.443784853182, 6127.386838165774, 0.052504499635597224,141.49027339427388,-11.744546240565501,42.01383408901383,-16.036720621723656,23.229901215431926,-13.601975897036816,9.326782291287492,-3.094224513576543,5.278540746299319,-7.920675229569804,3.4521206693102275,Country
"Carrie Underwood - Jesus, Take The Wheel (Official Music Video)-lydBPm2KRaU.mp3",152.02702702702703, 454, 0.3644480009561626, 0.17673803865909576,2816.185077016058, 3254.4982892686326, 6086.215724253378, 0.062061137117800425,155.07542051651092,-27.9114804977204,53.72837083353909,-16.460738450796143,28.70843004354985,-18.09241602860443,9.716046501107513,2.0114176947158287,-4.843597355686853,5.390580026669686,-3.6557995040477063,Country
"Hank Williams, Jr. - 'Country Boys Can Survive' (Official Music Video)-3cQNkIrg-Tk.mp3",152.02702702702703, 436, 0.5136473409757883, 0.09032183885574341,2930.347704848096, 3311.5189322873202, 6008.328673115667, 0.05941991631977364,149.99160468627886,-37.249603181935576,36.7207547032461,-2.6620616708363802,30.571183396912716,-6.394102590555225,16.749759474257488,1.1688144857146423,8.265176348714867,-0.20283114709592298,3.3794546224276805,Country
Blake Shelton - God Gave Me You (Official Music Video)-nCf2PoTuh4Q.mp3,152.02702702702703, 452, 0.4685074108677857, 0.18627092242240906,2944.7837897560307, 3254.694313902635, 6013.157553626452, 0.06503118680930019,149.34397056573155,-45.69901919481049,40.98560821189892,-12.007187502214352,24.95886214717186,-12.117308204752195,13.77234797663081,-3.005465839311199,4.378436968406918,-0.5713806529157188,-2.2338093973390496,Country
Aaron Lewis - 'Country Boy' (Official Video)-vsQzw_Ax8Cw.mp3,122.28260869565217, 363, 0.4329743830954422, 0.06480159610509872,2821.773384064748, 3375.7864838044156, 5795.8079336039345, 0.060697010778990874,152.99723380544833,-28.251086003601586,36.668871519263945,-9.532963498886163,28.38912705848766,-13.471366135247298,12.021385912658065,-3.5391983808115994,2.7180023888567564,-1.7083936067905507,6.621718765270394,Country
Chris Young - The Man I Want To Be (Official Video)-fWcs1GmJRQs.mp3,140.625, 424, 0.39844830982181767, 0.12851591408252716,1854.7112961532227, 2339.7027770202017, 3569.735682329936, 0.04062484954595283,170.1465695294627,-19.083529934630338,18.639403679628888,0.8476203529665733,15.271676815864044,-4.7007601786609765,-3.948358680078564,0.254483768710318,-1.4649030023083385,-2.5006792596489724,-6.767424117397736,Country
Keith Urban - The Fighter ft. Carrie Underwood-GzT4p-OaJ5c.mp3,130.8139534883721, 393, 0.4329161045512316, 0.10709068179130554,3106.0921944156703, 3535.7781412959957, 6858.6657827684285, 0.06231598312692581,137.5430748685615,-26.184235361076023,34.433667045358206,-17.336417877846515,26.301680208384536,-9.627416957937518,15.814142239805049,-2.593077748334563,4.016600659617868,-2.318735282989421,3.7794921652048985,Country
The Band Perry - If I Die Young-7NJqUN9TClM.mp3,130.8139534883721, 385, 0.36338758012599837, 0.09394428133964539,3159.368003309271, 3744.1759638316403, 6770.868207809907, 0.060115303352393935,133.7761569568168,-13.234141468535428,37.917184755135054,-10.834520088839934,22.447601877836902,-13.430984620094762,16.114842838454496,-3.6463733131794527,1.7244414543549733,-6.4311631534689955,2.639289276984485,Country
Sara Evans - A Little Bit Stronger-22zB6Soc2Gk.mp3,148.02631578947367, 435, 0.4296690482451005, 0.06552934646606445,1932.300845250133, 2747.7495898872194, 3737.73406020384, 0.0365875887910346,161.26614359812214,-10.218790502489654,33.770205394523146,10.5601053401634,22.880714314304797,-9.433664418364017,13.69858851969772,1.4208447136123117,-4.1816166801792605,2.638263627180551,7.9383492821012505,Country
Brad Paisley - Remind Me  ft. Carrie Underwood (Official Video)-7qzhngp7jh8.mp3,140.625, 419, 0.43240238467312736, 0.2560756504535675,2307.4723931902504, 2936.4979443779275, 4766.835576410287, 0.04523059513139962,171.4235127045619,-32.474202704236184,41.21846546498184,-12.095111838841541,28.261598277447238,-9.860719060244527,10.824653952297826,-0.7297207398193654,5.8815487260716,3.4683852243128346,2.4222774381454566,Country
